"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar la funcionalidad basicas de la calculadora",": abrir navegador google chrome","ERROR","2020-07-06T21:40:24.044-05:00[America/Bogota]","0.0","32.38"
