"Story","Title","Result","Date","Stability","Duration (s)"
"Permite navegar por la pagina y realizar una compra",": como usuario quiero ingresar a la pagina a comprar un computador","SUCCESS","2020-07-04T21:34:28.028-05:00[America/Bogota]","0.0","13.89"
