"Story","Title","Result","Date","Stability","Duration (s)"
"Permite navegar por la pagina y realizar una compra",": como usuario quiero ingresar a la pagina a comprar un computador","ERROR","2020-07-04T21:27:07.305-05:00[America/Bogota]","0.0","13.52"
