"Story","Title","Result","Date","Stability","Duration (s)"
"Permite navegar por la pagina y realizar una compra",": como usuario quiero ingresar a la pagina a comprar un computador","FAILURE","2020-07-04T19:32:59.252-05:00[America/Bogota]","0.0","14.43"
